Dataset,Pruning_Type,Threads,CodeGen_Time,Execution_Time,Result_Count,Throughput,SearchSpace_Reduction
wiki,None,1,,0.984991,4514137,4.58292e+06,0.0
wiki,Static,1,,0.980802,4514137,4.6025e+06,1.00
wiki,Eager,1,,0.981099,4514137,4.6011e+06,1.00
wiki,Online,1,,0.981843,4514137,4.59762e+06,1.00
wiki,CostModel,1,,0.98137,4514137,4.59983e+06,1.00
wiki,None,2,,0.769558,4481564,5.82356e+06,0.0
wiki,Static,2,,0.769039,4479947,5.82539e+06,1.00
wiki,Eager,2,,0.778835,4480328,5.75261e+06,-1.00
wiki,Online,2,,0.769816,4480841,5.82066e+06,0
wiki,CostModel,2,,0.769651,4480670,5.82169e+06,0
wiki,None,4,,0.470471,4379701,9.30919e+06,0.0
wiki,Static,4,,0.471346,4378820,9.29004e+06,0
wiki,Eager,4,,0.505108,4378529,8.66849e+06,-7.00
wiki,Online,4,,0.471152,4381410,9.29935e+06,0
wiki,CostModel,4,,0.470469,4380955,9.31189e+06,1.00
wiki,None,6,,0.359419,4226523,1.17593e+07,0.0
wiki,Static,6,,0.358566,4220260,1.17698e+07,1.00
wiki,Eager,6,,0.356711,4223695,1.18407e+07,1.00
wiki,Online,6,,0.366409,4216963,1.15089e+07,-1.00
wiki,CostModel,6,,0.355695,4207079,1.18278e+07,2.00
wiki,None,8,,0.362204,4176466,1.15307e+07,0.0
wiki,Static,8,,0.369686,4197564,1.13544e+07,-2.00
wiki,Eager,8,,0.35979,4173259,1.15992e+07,1.00
wiki,Online,8,,0.364126,4181731,1.14843e+07,0
wiki,CostModel,8,,0.359533,4171917,1.16037e+07,1.00
wiki,None,12,,0.248057,3949558,1.5922e+07,0.0
wiki,Static,12,,0.24374,3895158,1.59808e+07,2.00
wiki,Eager,12,,0.241681,3914996,1.6199e+07,3.00
wiki,Online,12,,0.252549,3889802,1.54022e+07,-1.00
wiki,CostModel,12,,0.247972,3908242,1.57608e+07,1.00
wiki,None,16,,0.236496,3780525,1.59856e+07,0.0
wiki,Static,16,,0.307246,3793467,1.23467e+07,-29.00
wiki,Eager,16,,0.308003,3766097,1.22275e+07,-30.00
wiki,Online,16,,0.310368,3802947,1.2253e+07,-31.00
wiki,CostModel,16,,0.310328,3808270,1.22718e+07,-31.00
enron,None,1,,0.973013,5809356,5.97048e+06,0.0
enron,Static,1,,0.96898,5809356,5.99533e+06,1.00
enron,Eager,1,,0.969574,5809356,5.99166e+06,1.00
enron,Online,1,,0.965095,5809356,6.01947e+06,1.00
enron,CostModel,1,,0.972134,5809356,5.97588e+06,1.00
enron,None,2,,0.8857,5808877,6.55851e+06,0.0
enron,Static,2,,0.884852,5808832,6.56475e+06,1.00
enron,Eager,2,,0.917133,5808904,6.33377e+06,-3.00
enron,Online,2,,0.892044,5808857,6.51185e+06,0
enron,CostModel,2,,0.994162,5808794,5.8429e+06,-12.00
enron,None,4,,0.90543,5784465,6.38864e+06,0.0
enron,Static,4,,0.930849,5788590,6.21861e+06,-2.00
enron,Eager,4,,1.28623,5787371,4.4995e+06,-42.00
enron,Online,4,,0.795373,5788943,7.27828e+06,13.00
enron,CostModel,4,,0.878476,5790535,6.59157e+06,3.00
enron,None,6,,0.657278,5735975,8.72687e+06,0.0
enron,Static,6,,0.683806,5742478,8.39782e+06,-4.00
enron,Eager,6,,0.719673,5752628,7.99339e+06,-9.00
enron,Online,6,,0.765808,5742617,7.49877e+06,-16.00
enron,CostModel,6,,0.905775,5747308,6.34518e+06,-37.00
enron,None,8,,0.70995,5652422,7.96171e+06,0.0
enron,Static,8,,0.624392,5676118,9.09064e+06,13.00
enron,Eager,8,,0.604767,5679669,9.3915e+06,15.00
enron,Online,8,,0.624876,5678112,9.08679e+06,12.00
enron,CostModel,8,,1.25489,5641618,4.49571e+06,-76.00
enron,None,12,,0.915939,5612082,6.12713e+06,0.0
enron,Static,12,,0.735829,5551858,7.54504e+06,20.00
enron,Eager,12,,0.526054,5553871,1.05576e+07,43.00
enron,Online,12,,0.764792,5495821,7.18603e+06,17.00
enron,CostModel,12,,1.05296,5660833,5.37609e+06,-14.00
enron,None,16,,0.728707,5585212,7.66455e+06,0.0
enron,Static,16,,0.593241,5586669,9.4172e+06,19.00
enron,Eager,16,,1.13457,5649991,4.97986e+06,-55.00
enron,Online,16,,0.976319,5709845,5.84834e+06,-33.00
enron,CostModel,16,,0.995782,5550431,5.57394e+06,-36.00
