Dataset,PatternCategory,QueryFile,QueryVertices,QueryEdges,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Memory_Peak_MB,Status,Notes
dblp,small_sparse,query_v8_id0.graph,8,28,1,0.0986413,1.09787,16713192,18608.0,SUCCESS,
dblp,small_sparse,query_v8_id0.graph,8,28,2,0.00655971,0.538791,16713192,18736.0,SUCCESS,
dblp,small_sparse,query_v8_id0.graph,8,28,4,0.00637492,0.379571,16713192,19024.0,SUCCESS,
dblp,small_sparse,query_v8_id0.graph,8,28,8,0.00670421,0.175664,16713192,19776.0,SUCCESS,
dblp,small_sparse,query_v8_id0.graph,8,28,16,0.00679896,0.185072,16713192,20160.0,SUCCESS,
dblp,small_sparse,query_v8_id1.graph,8,28,1,0.00640721,1.0986,16713192,18576.0,SUCCESS,
dblp,small_sparse,query_v8_id1.graph,8,28,2,0.00661383,0.538758,16713192,18720.0,SUCCESS,
dblp,small_sparse,query_v8_id1.graph,8,28,4,0.00650042,0.268071,16713192,19024.0,SUCCESS,
dblp,small_sparse,query_v8_id1.graph,8,28,8,0.00632008,0.182195,16713192,19792.0,SUCCESS,
dblp,small_sparse,query_v8_id1.graph,8,28,16,0.00684642,0.170101,16713192,20368.0,SUCCESS,
dblp,small_sparse,query_v8_id2.graph,8,16,1,0.00645237,1.1017,16713192,18544.0,SUCCESS,
dblp,small_sparse,query_v8_id2.graph,8,16,2,0.00646908,0.536687,16713192,18768.0,SUCCESS,
dblp,small_sparse,query_v8_id2.graph,8,16,4,0.00640117,0.277784,16713192,19088.0,SUCCESS,
dblp,small_sparse,query_v8_id2.graph,8,16,8,0.00638996,0.172995,16713192,19824.0,SUCCESS,
dblp,small_sparse,query_v8_id2.graph,8,16,16,0.00660438,0.16994,16713192,20368.0,SUCCESS,
dblp,small_sparse,query_v8_id3.graph,8,12,1,0.00632396,1.09797,16713192,18640.0,SUCCESS,
dblp,small_sparse,query_v8_id3.graph,8,12,2,0.00647667,0.53709,16713192,18720.0,SUCCESS,
dblp,small_sparse,query_v8_id3.graph,8,12,4,0.006544,0.26763,16713192,18992.0,SUCCESS,
dblp,small_sparse,query_v8_id3.graph,8,12,8,0.00710183,0.173004,16713192,19856.0,SUCCESS,
dblp,small_sparse,query_v8_id3.graph,8,12,16,0.00636146,0.171378,16713192,20416.0,SUCCESS,
dblp,small_sparse,query_v8_id4.graph,8,10,1,0.00642112,1.09946,16713192,18624.0,SUCCESS,
dblp,small_sparse,query_v8_id4.graph,8,10,2,0.00635129,0.544711,16713192,18784.0,SUCCESS,
dblp,small_sparse,query_v8_id4.graph,8,10,4,0.00650183,0.270507,16713192,18992.0,SUCCESS,
dblp,small_sparse,query_v8_id4.graph,8,10,8,0.00641767,0.190651,16713192,19824.0,SUCCESS,
dblp,small_sparse,query_v8_id4.graph,8,10,16,0.00648058,0.171393,16713192,20368.0,SUCCESS,
dblp,small_dense,query_v8_id0.graph,8,16,1,0.00645162,1.10243,16713192,18592.0,SUCCESS,
dblp,small_dense,query_v8_id0.graph,8,16,2,0.00668708,0.539816,16713192,18720.0,SUCCESS,
dblp,small_dense,query_v8_id0.graph,8,16,4,0.00652087,0.274373,16713192,19088.0,SUCCESS,
dblp,small_dense,query_v8_id0.graph,8,16,8,0.00645771,0.176331,16713192,19856.0,SUCCESS,
dblp,small_dense,query_v8_id0.graph,8,16,16,0.00650333,0.172001,16713192,20352.0,SUCCESS,
dblp,small_dense,query_v8_id1.graph,8,17,1,0.00642175,1.10253,16713192,18528.0,SUCCESS,
dblp,small_dense,query_v8_id1.graph,8,17,2,0.00642912,0.544679,16713192,18752.0,SUCCESS,
dblp,small_dense,query_v8_id1.graph,8,17,4,0.00731187,0.289599,16713192,19104.0,SUCCESS,
dblp,small_dense,query_v8_id1.graph,8,17,8,0.00643608,0.175078,16713192,19728.0,SUCCESS,
dblp,small_dense,query_v8_id1.graph,8,17,16,0.00642088,0.171215,16713192,20496.0,SUCCESS,
dblp,small_dense,query_v8_id2.graph,8,19,1,0.00807562,1.12225,16713192,18576.0,SUCCESS,
dblp,small_dense,query_v8_id2.graph,8,19,2,0.00659146,0.555312,16713192,18752.0,SUCCESS,
dblp,small_dense,query_v8_id2.graph,8,19,4,0.00644217,0.271196,16713192,19024.0,SUCCESS,
dblp,small_dense,query_v8_id2.graph,8,19,8,0.00648242,0.175161,16713192,19872.0,SUCCESS,
dblp,small_dense,query_v8_id2.graph,8,19,16,0.00637321,0.170115,16713192,20352.0,SUCCESS,
dblp,small_dense,query_v8_id3.graph,8,17,1,0.00649321,1.138,16713192,18592.0,SUCCESS,
dblp,small_dense,query_v8_id3.graph,8,17,2,0.00644588,0.54024,16713192,18640.0,SUCCESS,
dblp,small_dense,query_v8_id3.graph,8,17,4,0.00642304,0.267977,16713192,19008.0,SUCCESS,
