Dataset,Graph_Size,Pattern,Pattern_Size,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Throughput,Memory_Peak_MB,Speedup,Efficiency,Baseline_s,Notes
wiki,7K_nodes_100K_edges,triangle,3,1,0.00422388,0.0223664,608389,2.72011e+07,4208.0,1.000,100.00,0.0223664,baseline
wiki,7K_nodes_100K_edges,triangle,3,2,0.00102529,0.0237558,608389,2.56101e+07,4240.0,.9415,47.000,0.0223664,calculated
wiki,7K_nodes_100K_edges,triangle,3,4,0.00100954,0.0243774,608389,2.49571e+07,4240.0,.9175,22.900,0.0223664,calculated
wiki,7K_nodes_100K_edges,triangle,3,8,0.001024,0.0253952,608389,2.39568e+07,4208.0,.8807,11.000,0.0223664,calculated
wiki,7K_nodes_100K_edges,triangle,3,16,0.00112858,0.0260648,608389,2.33414e+07,4256.0,.8581,5.300,0.0223664,calculated
wiki,7K_nodes_100K_edges,4path,4,1,0.00100125,2.71471,32230662,1.18726e+07,4720.0,1.000,100.00,2.71471,baseline
wiki,7K_nodes_100K_edges,4path,4,2,0.00102954,2.51747,32230662,1.28028e+07,4672.0,1.0783,53.900,2.71471,calculated
wiki,7K_nodes_100K_edges,4path,4,4,0.0009335,2.53054,32230662,1.27367e+07,4672.0,1.0727,26.800,2.71471,calculated
wiki,7K_nodes_100K_edges,4path,4,8,0.00107496,2.53279,32230662,1.27253e+07,4784.0,1.0718,13.300,2.71471,calculated
wiki,7K_nodes_100K_edges,4path,4,16,0.001026,2.50937,32230662,1.28441e+07,4768.0,1.0818,6.700,2.71471,calculated
wiki,7K_nodes_100K_edges,4cycle,4,1,0.00145946,2.5132,32230662,1.28246e+07,4736.0,1.000,100.00,2.5132,baseline
wiki,7K_nodes_100K_edges,4cycle,4,2,0.00088975,2.63406,32230662,1.22361e+07,4720.0,.9541,47.700,2.5132,calculated
wiki,7K_nodes_100K_edges,4cycle,4,4,0.00104804,2.52327,32230662,1.27733e+07,4656.0,.9960,24.900,2.5132,calculated
wiki,7K_nodes_100K_edges,4cycle,4,8,0.000993792,2.54535,32230662,1.26626e+07,4640.0,.9873,12.300,2.5132,calculated
wiki,7K_nodes_100K_edges,4cycle,4,16,0.00102171,2.5715,32230662,1.25338e+07,4768.0,.9773,6.100,2.5132,calculated
wiki,7K_nodes_100K_edges,4star,4,1,0.0009885,4.54565,1127174796,2.47968e+08,6944.0,1.000,100.00,4.54565,baseline
wiki,7K_nodes_100K_edges,4star,4,2,0.000975041,4.56135,1127174796,2.47114e+08,6880.0,.9965,49.800,4.54565,calculated
wiki,7K_nodes_100K_edges,4star,4,4,0.00101792,4.52708,1127174796,2.48985e+08,6816.0,1.0041,25.100,4.54565,calculated
wiki,7K_nodes_100K_edges,4star,4,8,FAILED,FAILED,0,0,0,FAILED,FAILED,4.54565,test_failed
wiki,7K_nodes_100K_edges,4star,4,16,0.00103121,4.6435,1127174796,2.42743e+08,6672.0,.9789,6.100,4.54565,calculated
wiki,7K_nodes_100K_edges,4clique,4,1,0.001035,0.0731268,2077903,2.84151e+07,5776.0,1.000,100.00,0.0731268,baseline
wiki,7K_nodes_100K_edges,4clique,4,2,0.00102279,0.0707455,2077903,2.93715e+07,5648.0,1.0336,51.600,0.0731268,calculated
wiki,7K_nodes_100K_edges,4clique,4,4,0.000995084,0.0753082,2077903,2.7592e+07,5648.0,.9710,24.200,0.0731268,calculated
wiki,7K_nodes_100K_edges,4clique,4,8,FAILED,FAILED,0,0,0,FAILED,FAILED,0.0731268,test_failed
wiki,7K_nodes_100K_edges,4clique,4,16,0.00101117,0.0718319,2077903,2.89273e+07,5696.0,1.0180,6.300,0.0731268,calculated
wiki,7K_nodes_100K_edges,5clique,5,1,0.000982958,0.205047,4514137,2.20151e+07,5984.0,1.000,100.00,0.205047,baseline
wiki,7K_nodes_100K_edges,5clique,5,2,0.000679334,0.196447,4514137,2.29789e+07,5984.0,1.0437,52.100,0.205047,calculated
wiki,7K_nodes_100K_edges,5clique,5,4,0.00103829,0.203692,4514137,2.21616e+07,5920.0,1.0066,25.100,0.205047,calculated
wiki,7K_nodes_100K_edges,5clique,5,8,0.00107925,0.209703,4514137,2.15263e+07,5872.0,.9777,12.200,0.205047,calculated
wiki,7K_nodes_100K_edges,5clique,5,16,0.00106925,0.211983,4514137,2.12948e+07,6016.0,.9672,6.000,0.205047,calculated
wiki,7K_nodes_100K_edges,house,4,1,FAILED,FAILED,0,0,0,FAILED,FAILED,FAILED,test_failed
wiki,7K_nodes_100K_edges,house,4,2,0.000999958,0.274736,4514137,1.64308e+07,6224.0,N/A,N/A,0.205047,no_baseline
wiki,7K_nodes_100K_edges,house,4,4,0.00104967,0.282285,4514137,1.59914e+07,5872.0,N/A,N/A,0.205047,no_baseline
wiki,7K_nodes_100K_edges,house,4,8,0.00101388,0.296241,4514137,1.5238e+07,5792.0,N/A,N/A,0.205047,no_baseline
wiki,7K_nodes_100K_edges,house,4,16,0.000895333,0.282877,4514137,1.59579e+07,5904.0,N/A,N/A,0.205047,no_baseline
wiki,7K_nodes_100K_edges,diamond,4,1,0.00111238,0.293886,4514137,1.53601e+07,5952.0,1.000,100.00,0.293886,baseline
wiki,7K_nodes_100K_edges,diamond,4,2,0.00101908,0.288431,4514137,1.56506e+07,6032.0,1.0189,50.900,0.293886,calculated
wiki,7K_nodes_100K_edges,diamond,4,4,0.00104083,0.272924,4514137,1.65399e+07,6320.0,1.0768,26.900,0.293886,calculated
wiki,7K_nodes_100K_edges,diamond,4,8,0.00129988,0.291769,4514137,1.54716e+07,5872.0,1.0072,12.500,0.293886,calculated
wiki,7K_nodes_100K_edges,diamond,4,16,0.00102004,0.283142,4514137,1.5943e+07,5936.0,1.0379,6.400,0.293886,calculated
enron,37K_nodes_184K_edges,triangle,3,1,0.00823271,0.0183227,727044,3.968e+07,5616.0,1.000,100.00,0.0183227,baseline
enron,37K_nodes_184K_edges,triangle,3,2,0.00720012,0.022183,727044,3.27748e+07,5680.0,.8259,41.200,0.0183227,calculated
enron,37K_nodes_184K_edges,triangle,3,4,0.00181446,0.0209332,727044,3.47317e+07,5520.0,.8752,21.800,0.0183227,calculated
enron,37K_nodes_184K_edges,triangle,3,8,0.00194592,0.0210148,727044,3.45967e+07,5584.0,.8718,10.800,0.0183227,calculated
enron,37K_nodes_184K_edges,triangle,3,16,0.00184125,0.0212527,727044,3.42095e+07,5552.0,.8621,5.300,0.0183227,calculated
enron,37K_nodes_184K_edges,4path,4,1,0.00188621,1.7333,8821744,5.08957e+06,5952.0,1.000,100.00,1.7333,baseline
enron,37K_nodes_184K_edges,4path,4,2,0.00191258,1.95836,8821744,4.50467e+06,5936.0,.8850,44.200,1.7333,calculated
enron,37K_nodes_184K_edges,4path,4,4,0.00187017,1.88732,8821744,4.67422e+06,5968.0,.9183,22.900,1.7333,calculated
enron,37K_nodes_184K_edges,4path,4,8,0.00249683,1.89325,8821744,4.65957e+06,6080.0,.9155,11.400,1.7333,calculated
enron,37K_nodes_184K_edges,4path,4,16,0.00365096,1.94629,8821744,4.5326e+06,5968.0,.8905,5.500,1.7333,calculated
