Dataset,Pruning_Type,Threads,CodeGen_Time,Execution_Time,Result_Count,Throughput,SearchSpace_Reduction
wiki,None,1,,0.631055,608389,,0.0
wiki,Static,1,,0.652268,608389,,-3.00
wiki,Eager,1,,0.538521,608389,1.12974e+06,15.00
wiki,Online,1,,0.578311,608389,1.05201e+06,9.00
wiki,CostModel,1,,0.621367,608389,,2.00
wiki,None,2,,0.616618,608389,,0.0
wiki,Static,2,,0.53669,608389,1.1336e+06,13.00
wiki,Eager,2,,0.568417,608389,1.07032e+06,8.00
wiki,Online,2,,0.530726,608389,1.14633e+06,14.00
wiki,CostModel,2,,0.565413,608389,1.07601e+06,9.00
wiki,None,4,,0.688149,608389,,0.0
wiki,Static,4,,0.492426,608389,1.23549e+06,29.00
wiki,Eager,4,,0.485107,608389,1.25413e+06,30.00
wiki,Online,4,,0.47915,608389,1.26973e+06,31.00
wiki,CostModel,4,,0.534332,608389,1.1386e+06,23.00
wiki,None,6,,0.468812,608389,1.29772e+06,0.0
wiki,Static,6,,0.546007,608389,1.11425e+06,-16.00
wiki,Eager,6,,0.494876,608389,1.22938e+06,-5.00
wiki,Online,6,,0.671386,608389,,-43.00
wiki,CostModel,6,,1.74487,608389,,-272.00
wiki,None,8,,2.12985,608389,,0.0
wiki,Static,8,,1.88132,608389,,12.00
wiki,Eager,8,,1.5721,608389,,27.00
wiki,Online,8,,1.31233,608389,,39.00
wiki,CostModel,8,,0.934242,608389,,57.00
wiki,None,12,,1.84052,608389,,0.0
wiki,Static,12,,1.08825,608389,,41.00
wiki,Eager,12,,1.1863,608389,,36.00
wiki,Online,12,,1.21291,608389,,35.00
wiki,CostModel,12,,1.3462,608389,,27.00
wiki,None,16,,0.981576,608389,,0.0
wiki,Static,16,,1.19327,608389,,-21.00
wiki,Eager,16,,1.2195,608389,,-24.00
wiki,Online,16,,1.1202,608389,,-14.00
wiki,CostModel,16,,0.737677,608389,,25.00
enron,None,1,,2.08745,727044,,0.0
enron,Static,1,,1.00489,727044,,52.00
enron,Eager,1,,1.05632,727044,,50.00
enron,Online,1,,0.720742,727044,1.00874e+06,66.00
enron,CostModel,1,,0.777836,727044,,63.00
enron,None,2,,0.639631,727044,1.13666e+06,0.0
enron,Static,2,,0.617105,727044,1.17815e+06,4.00
enron,Eager,2,,0.528245,727044,1.37634e+06,18.00
enron,Online,2,,0.654747,727044,1.11042e+06,-2.00
enron,CostModel,2,,0.501054,727044,1.45103e+06,22.00
enron,None,4,,0.502369,727044,1.44723e+06,0.0
enron,Static,4,,0.747415,727044,,-48.00
enron,Eager,4,,0.693691,727044,1.04808e+06,-38.00
enron,Online,4,,0.597231,727044,1.21736e+06,-18.00
enron,CostModel,4,,0.694253,727044,1.04723e+06,-38.00
enron,None,6,,0.394286,727044,1.84395e+06,0.0
enron,Static,6,,0.645715,727044,1.12595e+06,-63.00
enron,Eager,6,,0.634612,727044,1.14565e+06,-60.00
enron,Online,6,,0.789022,727044,,-100.00
enron,CostModel,6,,0.9489,727044,,-140.00
enron,None,8,,0.675387,727044,1.07649e+06,0.0
enron,Static,8,,0.860494,727044,,-27.00
enron,Eager,8,,0.721351,727044,1.00789e+06,-6.00
enron,Online,8,,0.477063,727044,1.524e+06,30.00
enron,CostModel,8,,0.596807,727044,1.21822e+06,12.00
enron,None,12,,0.574698,727044,1.26509e+06,0.0
enron,Static,12,,0.606404,727044,1.19894e+06,-5.00
enron,Eager,12,,0.372908,727044,1.94966e+06,36.00
enron,Online,12,,0.607848,727044,1.1961e+06,-5.00
enron,CostModel,12,,0.65635,727044,1.10771e+06,-14.00
enron,None,16,,0.479152,727044,1.51736e+06,0.0
enron,Static,16,,0.463211,727044,1.56957e+06,4.00
enron,Eager,16,,0.564645,727044,1.28761e+06,-17.00
enron,Online,16,,0.571725,727044,1.27167e+06,-19.00
enron,CostModel,16,,0.530189,727044,1.37129e+06,-10.00
