Dataset,Pruning_Type,Threads,CodeGen_Time,Execution_Time,Result_Count,Throughput,SearchSpace_Reduction
wiki,None,1,,0.0169727,608389,3.58452e+07,0.0
wiki,Static,1,,0.0188935,608389,3.2201e+07,-11.00
wiki,Eager,1,,0.0191133,608389,3.18306e+07,-12.00
wiki,Online,1,,0.0211174,608389,2.88098e+07,-24.00
wiki,CostModel,1,,0.0190236,608389,3.19807e+07,-12.00
wiki,None,2,,0.0183908,608389,3.30812e+07,0.0
wiki,Static,2,,0.0193276,608389,3.14778e+07,-5.00
wiki,Eager,2,,0.0182348,608389,3.33643e+07,1.00
wiki,Online,2,,0.0204959,608389,2.96835e+07,-11.00
wiki,CostModel,2,,0.0231958,608389,2.62284e+07,-26.00
wiki,None,4,,0.0205947,608389,2.9541e+07,0.0
wiki,Static,4,,0.0228888,608389,2.65802e+07,-11.00
wiki,Eager,4,,0.025926,608389,2.34664e+07,-25.00
wiki,Online,4,,0.0256935,608389,2.36787e+07,-24.00
wiki,CostModel,4,,0.026711,608389,2.27768e+07,-29.00
wiki,None,6,,0.0246206,608389,2.47105e+07,0.0
wiki,Static,6,,0.0293404,608389,2.07355e+07,-19.00
wiki,Eager,6,,0.0243564,608389,2.49786e+07,2.00
wiki,Online,6,,0.0228149,608389,2.66663e+07,8.00
wiki,CostModel,6,,0.0237044,608389,2.56656e+07,4.00
wiki,None,8,,0.025751,608389,2.36259e+07,0.0
wiki,Static,8,,0.0262042,608389,2.32172e+07,-1.00
wiki,Eager,8,,0.0252503,608389,2.40943e+07,2.00
wiki,Online,8,,0.0262325,608389,2.31921e+07,-1.00
wiki,CostModel,8,,0.023762,608389,2.56034e+07,8.00
wiki,None,12,,0.0240941,608389,2.52505e+07,0.0
wiki,Static,12,,0.0271557,608389,2.24037e+07,-12.00
wiki,Eager,12,,0.0279718,608389,2.17501e+07,-16.00
wiki,Online,12,,0.0297825,608389,2.04278e+07,-23.00
wiki,CostModel,12,,0.0359999,608389,1.68997e+07,-49.00
wiki,None,16,,0.0250151,608389,2.43208e+07,0.0
wiki,Static,16,,0.026145,608389,2.32698e+07,-4.00
wiki,Eager,16,,0.0244061,608389,2.49278e+07,3.00
wiki,Online,16,,0.0268032,608389,2.26984e+07,-7.00
wiki,CostModel,16,,0.0236013,608389,2.57777e+07,6.00
enron,None,1,,0.0191687,727044,3.79286e+07,0.0
enron,Static,1,,0.0178252,727044,4.07874e+07,8.00
enron,Eager,1,,0.0201068,727044,3.61591e+07,-4.00
enron,Online,1,,0.0196567,727044,3.69871e+07,-2.00
enron,CostModel,1,,0.0198425,727044,3.66407e+07,-3.00
enron,None,2,,0.0207621,727044,3.50178e+07,0.0
enron,Static,2,,0.0223395,727044,3.25452e+07,-7.00
enron,Eager,2,,0.0236037,727044,3.08021e+07,-13.00
enron,Online,2,,0.0205838,727044,3.53211e+07,1.00
enron,CostModel,2,,0.0216462,727044,3.35875e+07,-4.00
enron,None,4,,0.0213239,727044,3.40953e+07,0.0
enron,Static,4,,0.0222042,727044,3.27436e+07,-4.00
enron,Eager,4,,0.0209943,727044,3.46306e+07,2.00
enron,Online,4,,0.0207974,727044,3.49584e+07,3.00
enron,CostModel,4,,0.0199567,727044,3.64311e+07,7.00
enron,None,6,,0.0217136,727044,3.34833e+07,0.0
enron,Static,6,,0.0210462,727044,3.45451e+07,4.00
enron,Eager,6,,0.0216518,727044,3.3579e+07,1.00
enron,Online,6,,0.0206653,727044,3.51819e+07,5.00
enron,CostModel,6,,0.0218665,727044,3.32492e+07,0
enron,None,8,,0.0214661,727044,3.38694e+07,0.0
enron,Static,8,,0.0249775,727044,2.9108e+07,-16.00
enron,Eager,8,,0.0221908,727044,3.27633e+07,-3.00
enron,Online,8,,0.0206745,727044,3.51662e+07,4.00
enron,CostModel,8,,0.0202539,727044,3.58965e+07,6.00
enron,None,12,,0.022027,727044,3.30069e+07,0.0
enron,Static,12,,0.0206265,727044,3.52481e+07,7.00
enron,Eager,12,,0.0212716,727044,3.41791e+07,4.00
enron,Online,12,,0.0643451,727044,1.12991e+07,-192.00
enron,CostModel,12,,0.0245919,727044,2.95644e+07,-11.00
enron,None,16,,0.0258201,727044,2.81581e+07,0.0
enron,Static,16,,0.02376,727044,3.05995e+07,8.00
enron,Eager,16,,0.0207979,727044,3.49575e+07,20.00
enron,Online,16,,0.0194064,727044,3.74642e+07,25.00
enron,CostModel,16,,0.0208867,727044,3.48089e+07,20.00
