Dataset,PatternCategory,QueryFile,QueryVertices,QueryEdges,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Memory_Peak_MB,Status,Notes
dblp,small_sparse,query_v8_id0.graph,3,2,1,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id0.graph,3,2,2,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id0.graph,3,2,4,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id0.graph,3,2,8,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id0.graph,3,2,16,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id1.graph,8,7,1,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id1.graph,8,7,2,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id1.graph,8,7,4,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id1.graph,8,7,8,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id1.graph,8,7,16,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id2.graph,8,9,1,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id2.graph,8,9,2,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id2.graph,8,9,4,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id2.graph,8,9,8,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id2.graph,8,9,16,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id3.graph,8,11,1,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id3.graph,8,11,2,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id3.graph,8,11,4,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id3.graph,8,11,8,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id3.graph,8,11,16,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id4.graph,2,1,1,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id4.graph,2,1,2,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id4.graph,2,1,4,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id4.graph,2,1,8,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id4.graph,2,1,16,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id0.graph,8,8,1,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id0.graph,8,8,2,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id0.graph,8,8,4,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id0.graph,8,8,8,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id0.graph,8,8,16,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id1.graph,8,14,1,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id1.graph,8,14,2,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id1.graph,8,14,4,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id1.graph,8,14,8,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id1.graph,8,14,16,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id2.graph,4,3,1,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id2.graph,4,3,2,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id2.graph,4,3,4,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id2.graph,4,3,8,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id2.graph,4,3,16,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id3.graph,6,6,1,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id3.graph,6,6,2,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id3.graph,6,6,4,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id3.graph,6,6,8,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id3.graph,6,6,16,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id4.graph,7,12,1,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id4.graph,7,12,2,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_dense,query_v8_id4.graph,7,12,4,N/A,N/A,N/A,0,FAILED,Program exited with code 127
