Dataset,PatternCategory,QueryFile,QueryVertices,QueryEdges,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Memory_Peak_MB,Status,Notes
dblp,query_graph,query_dense_4_1.graph,4,3,1,0.0537527,6.18623,252447350,0,SUCCESS,
dblp,query_graph,query_dense_4_1.graph,4,3,2,0.0198152,3.06708,252447350,0,SUCCESS,
dblp,query_graph,query_dense_4_1.graph,4,3,4,0.0188262,1.80733,252447350,0,SUCCESS,
dblp,query_graph,query_dense_4_2.graph,4,3,1,0.0150626,6.19381,252447350,0,SUCCESS,
dblp,query_graph,query_dense_4_2.graph,4,3,2,0.0112512,3.2288,252447350,0,SUCCESS,
dblp,query_graph,query_dense_4_2.graph,4,3,4,0.0280542,2.06229,252447350,0,SUCCESS,
dblp,query_graph,query_dense_4_3.graph,4,5,1,0.0170147,3.60059,4764685,0,SUCCESS,
dblp,query_graph,query_dense_4_3.graph,4,5,2,0.0157138,1.75056,4764685,0,SUCCESS,
dblp,query_graph,query_dense_4_3.graph,4,5,4,0.0085575,0.943264,4764685,0,SUCCESS,
dblp,query_graph,query_dense_4_4.graph,4,4,1,0.00832337,5.83118,96615211,0,SUCCESS,
dblp,query_graph,query_dense_4_4.graph,4,4,2,0.0192523,2.91801,96615211,0,SUCCESS,
dblp,query_graph,query_dense_4_4.graph,4,4,4,0.00868104,1.53388,96615211,0,SUCCESS,
dblp,query_graph,query_dense_4_5.graph,4,5,1,0.0141388,3.6101,4764685,0,SUCCESS,
dblp,query_graph,query_dense_4_5.graph,4,5,2,0.0137265,1.89344,4764685,0,SUCCESS,
dblp,query_graph,query_dense_4_5.graph,4,5,4,0.0139984,1.05045,4764685,0,SUCCESS,
dblp,query_graph,query_dense_4_6.graph,4,6,1,0.0154202,1.10698,16713192,0,SUCCESS,
dblp,query_graph,query_dense_4_6.graph,4,6,2,0.0130747,0.545529,16713192,0,SUCCESS,
dblp,query_graph,query_dense_4_6.graph,4,6,4,0.0139878,0.276689,16713192,0,SUCCESS,
dblp,query_graph,query_dense_4_7.graph,4,6,1,0.0161444,1.09984,16713192,0,SUCCESS,
dblp,query_graph,query_dense_4_7.graph,4,6,2,0.0151631,0.538306,16713192,0,SUCCESS,
dblp,query_graph,query_dense_4_7.graph,4,6,4,0.013388,0.280618,16713192,0,SUCCESS,
dblp,query_graph,query_dense_4_8.graph,4,6,1,0.0159222,1.13457,16713192,0,SUCCESS,
dblp,query_graph,query_dense_4_8.graph,4,6,2,0.0143658,0.548698,16713192,0,SUCCESS,
dblp,query_graph,query_dense_4_8.graph,4,6,4,0.0104863,0.301208,16713192,0,SUCCESS,
