Dataset,Graph_Size,Pattern,Pattern_Size,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Throughput,Memory_Peak_MB,Speedup,Efficiency,Baseline_s,Notes
wiki,7K_nodes_100K_edges,triangle,3,1,0.00877658,0.169533,608389,3.58862e+06,3968.0,1.000,100.00,0.169533,baseline
wiki,7K_nodes_100K_edges,triangle,3,2,0.00136596,0.12433,608389,4.89335e+06,3824.0,1.3635,68.100,0.169533,calculated
wiki,7K_nodes_100K_edges,triangle,3,4,0.00134487,0.0375649,608389,1.61957e+07,3920.0,4.5130,112.800,0.169533,calculated
wiki,7K_nodes_100K_edges,4path,4,1,0.00146217,17.2005,32230662,1.87382e+06,3808.0,1.000,100.00,17.2005,baseline
wiki,7K_nodes_100K_edges,4path,4,2,0.00700496,12.3283,32230662,2.61437e+06,3968.0,1.3952,69.700,17.2005,calculated
wiki,7K_nodes_100K_edges,4path,4,4,0.0187658,7.1678,32230662,4.49659e+06,4320.0,2.3996,59.900,17.2005,calculated
wiki,7K_nodes_100K_edges,4cycle,4,1,0.014805,2.7631,6233709,2.25605e+06,4960.0,1.000,100.00,2.7631,baseline
wiki,7K_nodes_100K_edges,4cycle,4,2,0.00160592,1.17055,6233709,5.32545e+06,5168.0,2.3605,118.000,2.7631,calculated
wiki,7K_nodes_100K_edges,4cycle,4,4,0.00167525,0.787075,6233709,7.92009e+06,6368.0,3.5105,87.700,2.7631,calculated
wiki,7K_nodes_100K_edges,4star,4,1,0.00166921,23.8933,1127174796,4.71753e+07,4000.0,1.000,100.00,23.8933,baseline
wiki,7K_nodes_100K_edges,4star,4,2,0.00622913,11.318,1127174796,9.95917e+07,4592.0,2.1110,105.500,23.8933,calculated
wiki,7K_nodes_100K_edges,4star,4,4,0.00660154,7.71598,1127174796,1.46083e+08,5584.0,3.0965,77.400,23.8933,calculated
wiki,7K_nodes_100K_edges,4clique,4,1,0.00228679,0.367428,2077903,5.65527e+06,4096.0,1.000,100.00,0.367428,baseline
wiki,7K_nodes_100K_edges,4clique,4,2,0.00103521,0.184394,2077903,1.12688e+07,4224.0,1.9926,99.600,0.367428,calculated
wiki,7K_nodes_100K_edges,4clique,4,4,0.001057,0.103682,2077903,2.00411e+07,4848.0,3.5437,88.500,0.367428,calculated
enron,37K_nodes_184K_edges,triangle,3,1,0.0105767,0.0857645,727044,8.47721e+06,5024.0,1.000,100.00,0.0857645,baseline
enron,37K_nodes_184K_edges,triangle,3,2,0.00152871,0.0438012,727044,1.65987e+07,5136.0,1.9580,97.900,0.0857645,calculated
enron,37K_nodes_184K_edges,triangle,3,4,0.00152854,0.0236922,727044,3.06871e+07,5184.0,3.6199,90.400,0.0857645,calculated
enron,37K_nodes_184K_edges,4path,4,1,0.0037585,6.99152,8821744,1.26178e+06,5136.0,1.000,100.00,6.99152,baseline
enron,37K_nodes_184K_edges,4path,4,2,0.00156037,3.9256,8821744,2.24723e+06,5216.0,1.7810,89.000,6.99152,calculated
enron,37K_nodes_184K_edges,4path,4,4,0.00161433,2.99519,8821744,2.94531e+06,5456.0,2.3342,58.300,6.99152,calculated
enron,37K_nodes_184K_edges,4cycle,4,1,0.00378512,2.19775,7024917,3.19641e+06,5504.0,1.000,100.00,2.19775,baseline
enron,37K_nodes_184K_edges,4cycle,4,2,0.00209367,2.11293,7024917,3.32472e+06,5664.0,1.0401,52.000,2.19775,calculated
enron,37K_nodes_184K_edges,4cycle,4,4,0.001883,0.764553,7024917,9.18827e+06,6800.0,2.8745,71.800,2.19775,calculated
enron,37K_nodes_184K_edges,4star,4,1,0.00155333,50.4172,4479591993,8.88505e+07,5376.0,1.000,100.00,50.4172,baseline
enron,37K_nodes_184K_edges,4star,4,2,0.0119927,26.9194,4479591993,1.66407e+08,5552.0,1.8728,93.600,50.4172,calculated
enron,37K_nodes_184K_edges,4star,4,4,0.0102053,21.3553,4479591993,2.09765e+08,5904.0,2.3608,59.000,50.4172,calculated
enron,37K_nodes_184K_edges,4clique,4,1,0.00978333,0.329891,2341639,7.09822e+06,5248.0,1.000,100.00,0.329891,baseline
enron,37K_nodes_184K_edges,4clique,4,2,0.00159929,0.511236,2341639,4.58035e+06,5216.0,.6452,32.200,0.329891,calculated
enron,37K_nodes_184K_edges,4clique,4,4,0.00154388,0.0964306,2341639,2.42832e+07,5680.0,3.4210,85.500,0.329891,calculated
