Dataset,PatternCategory,QueryFile,QueryVertices,QueryEdges,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Memory_Peak_MB,Status,Notes
dblp,small_sparse,query_v8_id0.graph,3,2,1,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id0.graph,3,2,2,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id0.graph,3,2,4,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id0.graph,3,2,8,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id0.graph,3,2,16,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id1.graph,8,7,1,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id1.graph,8,7,2,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id1.graph,8,7,4,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id1.graph,8,7,8,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id1.graph,8,7,16,N/A,N/A,N/A,0,FAILED,Program exited with code 127
dblp,small_sparse,query_v8_id2.graph,8,9,1,N/A,N/A,N/A,0,FAILED,Program exited with code 127
