Dataset,Pruning_Type,Threads,CodeGen_Time,Execution_Time,Result_Count,Throughput,SearchSpace_Reduction
wiki,None,1,,0.2303,4514137,1.96011e+07,0.0
wiki,Static,1,,0.219322,4514137,2.05822e+07,5.00
wiki,Eager,1,,0.241773,4514137,1.8671e+07,-4.00
wiki,Online,1,,0.283201,4514137,1.59397e+07,-22.00
wiki,CostModel,1,,0.338909,4514137,1.33196e+07,-47.00
wiki,None,2,,0.377674,4514137,1.19525e+07,0.0
wiki,Static,2,,0.322302,4514137,1.40059e+07,15.00
wiki,Eager,2,,0.321846,4514137,1.40258e+07,15.00
wiki,Online,2,,0.317585,4514137,1.42139e+07,16.00
wiki,CostModel,2,,0.283448,4514137,1.59258e+07,25.00
wiki,None,4,,0.287793,4514137,1.56853e+07,0.0
wiki,Static,4,,0.289588,4514137,1.55881e+07,0
wiki,Eager,4,,0.280583,4514137,1.60884e+07,3.00
wiki,Online,4,,0.314062,4514137,1.43734e+07,-9.00
wiki,CostModel,4,,0.319725,4514137,1.41188e+07,-11.00
wiki,None,6,,0.317384,4514137,1.42229e+07,0.0
wiki,Static,6,,0.315903,4514137,1.42896e+07,1.00
wiki,Eager,6,,0.326213,4514137,1.3838e+07,-2.00
wiki,Online,6,,0.328748,4514137,1.37313e+07,-3.00
wiki,CostModel,6,,0.312769,4514137,1.44328e+07,2.00
wiki,None,8,,0.278998,4514137,1.61798e+07,0.0
wiki,Static,8,,0.289517,4514137,1.55919e+07,-3.00
wiki,Eager,8,,0.287438,4514137,1.57047e+07,-3.00
wiki,Online,8,,0.280734,4514137,1.60798e+07,0
wiki,CostModel,8,,0.300139,4514137,1.50402e+07,-7.00
wiki,None,12,,0.316522,4514137,1.42617e+07,0.0
wiki,Static,12,,0.300468,4514137,1.50237e+07,6.00
wiki,Eager,12,,0.34026,4514137,1.32667e+07,-7.00
wiki,Online,12,,0.346208,4514137,1.30388e+07,-9.00
wiki,CostModel,12,,0.304923,4514137,1.48042e+07,4.00
wiki,None,16,,0.283337,4514137,1.5932e+07,0.0
wiki,Static,16,,0.296229,4514137,1.52387e+07,-4.00
wiki,Eager,16,,0.320195,4514137,1.40981e+07,-13.00
wiki,Online,16,,0.283673,4514137,1.59132e+07,0
wiki,CostModel,16,,0.290788,4514137,1.55238e+07,-2.00
enron,None,1,,0.209196,5809356,2.77699e+07,0.0
enron,Static,1,,0.292101,5809356,1.98882e+07,-39.00
enron,Eager,1,,0.249615,5809356,2.32732e+07,-19.00
enron,Online,1,,0.251085,5809356,2.3137e+07,-20.00
enron,CostModel,1,,0.259523,5809356,2.23847e+07,-24.00
enron,None,2,,0.259397,5809356,2.23956e+07,0.0
enron,Static,2,,0.250097,5809356,2.32284e+07,4.00
enron,Eager,2,,0.274792,5809356,2.11409e+07,-5.00
enron,Online,2,,0.251838,5809356,2.30678e+07,3.00
enron,CostModel,2,,0.256538,5809356,2.26452e+07,2.00
enron,None,4,,0.276869,5809356,2.09823e+07,0.0
enron,Static,4,,0.259858,5809356,2.23558e+07,7.00
enron,Eager,4,,0.257176,5809356,2.2589e+07,8.00
enron,Online,4,,0.255647,5809356,2.27241e+07,8.00
enron,CostModel,4,,0.260069,5809356,2.23377e+07,7.00
enron,None,6,,0.264036,5809356,2.20022e+07,0.0
enron,Static,6,,0.264692,5809356,2.19476e+07,0
enron,Eager,6,,0.267022,5809356,2.17561e+07,-1.00
enron,Online,6,,0.243667,5809356,2.38414e+07,8.00
enron,CostModel,6,,0.269329,5809356,2.15697e+07,-2.00
enron,None,8,,0.276275,5809356,2.10275e+07,0.0
enron,Static,8,,0.260745,5809356,2.22798e+07,6.00
enron,Eager,8,,0.257637,5809356,2.25486e+07,7.00
enron,Online,8,,0.261831,5809356,2.21874e+07,6.00
enron,CostModel,8,,0.266599,5809356,2.17906e+07,4.00
enron,None,12,,0.284747,5809356,2.04018e+07,0.0
enron,Static,12,,0.290789,5809356,1.99779e+07,-2.00
enron,Eager,12,,0.279276,5809356,2.08015e+07,2.00
enron,Online,12,,0.352113,5809356,1.64986e+07,-23.00
enron,CostModel,12,,0.423441,5809356,1.37194e+07,-48.00
enron,None,16,,0.333201,5809356,1.7435e+07,0.0
enron,Static,16,,0.287868,5809356,2.01806e+07,14.00
enron,Eager,16,,0.256978,5809356,2.26065e+07,23.00
enron,Online,16,,0.263257,5809356,2.20672e+07,21.00
enron,CostModel,16,,0.301119,5809356,1.92926e+07,10.00
