Dataset,Pruning_Type,Threads,CodeGen_Time,Execution_Time,Result_Count,Throughput,SearchSpace_Reduction
wiki,None,1,,0.244491,4514137,1.84634e+07,0.0
wiki,Static,1,,0.256264,4514137,1.76152e+07,-4.00
wiki,Eager,1,,0.266778,4514137,1.6921e+07,-9.00
wiki,Online,1,,0.289812,4514137,1.55761e+07,-18.00
wiki,CostModel,1,,0.311156,4514137,1.45076e+07,-27.00
wiki,None,2,,0.301519,4514137,1.49713e+07,0.0
wiki,Static,2,,0.28833,4514137,1.56562e+07,5.00
wiki,Eager,2,,0.279892,4514137,1.61281e+07,8.00
wiki,Online,2,,0.280152,4514137,1.61132e+07,8.00
wiki,CostModel,2,,0.285885,4514137,1.579e+07,6.00
wiki,None,4,,0.329311,4514137,1.37078e+07,0.0
wiki,Static,4,,0.337532,4514137,1.33739e+07,-2.00
wiki,Eager,4,,0.278017,4514137,1.62369e+07,16.00
wiki,Online,4,,0.277859,4514137,1.62462e+07,16.00
wiki,CostModel,4,,0.281743,4514137,1.60222e+07,15.00
wiki,None,6,,0.283119,4514137,1.59443e+07,0.0
wiki,Static,6,,0.307314,4514137,1.4689e+07,-8.00
wiki,Eager,6,,0.281158,4514137,1.60555e+07,1.00
wiki,Online,6,,0.276141,4514137,1.63472e+07,3.00
wiki,CostModel,6,,0.279778,4514137,1.61347e+07,2.00
wiki,None,8,,0.324812,4514137,1.38977e+07,0.0
wiki,Static,8,,0.277637,4514137,1.62591e+07,15.00
wiki,Eager,8,,0.283995,4514137,1.58951e+07,13.00
wiki,Online,8,,0.275627,4514137,1.63777e+07,16.00
wiki,CostModel,8,,0.27926,4514137,1.61647e+07,15.00
wiki,None,12,,0.28082,4514137,1.60748e+07,0.0
wiki,Static,12,,0.294448,4514137,1.53308e+07,-4.00
wiki,Eager,12,,0.274642,4514137,1.64365e+07,3.00
wiki,Online,12,,0.288772,4514137,1.56322e+07,-2.00
wiki,CostModel,12,,0.273426,4514137,1.65096e+07,3.00
wiki,None,16,,0.279182,4514137,1.61691e+07,0.0
wiki,Static,16,,0.285877,4514137,1.57905e+07,-2.00
wiki,Eager,16,,0.272116,4514137,1.6589e+07,3.00
wiki,Online,16,,0.280875,4514137,1.60717e+07,0
wiki,CostModel,16,,0.305641,4514137,1.47694e+07,-9.00
enron,None,1,,0.232365,5809356,2.5001e+07,0.0
enron,Static,1,,0.33828,5809356,1.71732e+07,-45.00
enron,Eager,1,,0.319342,5809356,1.81917e+07,-37.00
enron,Online,1,,0.271038,5809356,2.14338e+07,-16.00
enron,CostModel,1,,0.248869,5809356,2.3343e+07,-7.00
enron,None,2,,0.256329,5809356,2.26637e+07,0.0
enron,Static,2,,0.263506,5809356,2.20464e+07,-2.00
enron,Eager,2,,0.250461,5809356,2.31946e+07,3.00
enron,Online,2,,0.253112,5809356,2.29517e+07,2.00
enron,CostModel,2,,0.26316,5809356,2.20754e+07,-2.00
enron,None,4,,0.260114,5809356,2.23339e+07,0.0
enron,Static,4,,0.258096,5809356,2.25085e+07,1.00
enron,Eager,4,,0.259006,5809356,2.24294e+07,1.00
enron,Online,4,,0.256803,5809356,2.26218e+07,2.00
enron,CostModel,4,,0.274923,5809356,2.11309e+07,-5.00
enron,None,6,,0.285076,5809356,2.03783e+07,0.0
enron,Static,6,,0.283364,5809356,2.05014e+07,1.00
enron,Eager,6,,0.247527,5809356,2.34696e+07,14.00
enron,Online,6,,0.2834,5809356,2.04988e+07,1.00
enron,CostModel,6,,0.257872,5809356,2.2528e+07,10.00
enron,None,8,,0.265341,5809356,2.18939e+07,0.0
enron,Static,8,,0.26356,5809356,2.20419e+07,1.00
enron,Eager,8,,0.260454,5809356,2.23048e+07,2.00
enron,Online,8,,0.27522,5809356,2.11081e+07,-3.00
enron,CostModel,8,,0.259403,5809356,2.23951e+07,3.00
enron,None,12,,0.254162,5809356,2.28569e+07,0.0
enron,Static,12,,0.259093,5809356,2.24219e+07,-1.00
enron,Eager,12,,0.267287,5809356,2.17345e+07,-5.00
enron,Online,12,,0.250374,5809356,2.32027e+07,2.00
enron,CostModel,12,,0.255737,5809356,2.27161e+07,0
enron,None,16,,0.277447,5809356,2.09386e+07,0.0
enron,Static,16,,0.245074,5809356,2.37045e+07,12.00
enron,Eager,16,,0.256303,5809356,2.26659e+07,8.00
enron,Online,16,,0.26981,5809356,2.15313e+07,3.00
enron,CostModel,16,,0.254638,5809356,2.28142e+07,9.00
