Dataset,Pattern_Type,Pattern_Name,Vertices,Edges,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Memory_MB,Speedup,Efficiency,Status,Notes
dblp,GraphMini_Original,P1,4,N/A,1,0.0184999,0.491853,16713192,19.6,1.00,100.0,SUCCESS,Pattern completed
dblp,GraphMini_Original,P1,4,N/A,4,0.0180164,0.168605,16713192,19.8,2.91,72.7,SUCCESS,Pattern completed
dblp,GraphMini_Original,P1,4,N/A,16,0.0171597,0.0729163,16713192,20.1,6.74,42.1,SUCCESS,Pattern completed
dblp,GraphMini_Original,P1,4,N/A,32,0.018132,0.0628522,16713192,20.2,7.82,24.4,SUCCESS,Pattern completed
dblp,GraphMini_Original,P1,4,N/A,64,0.0172801,0.0551522,16713192,20.9,8.91,13.9,SUCCESS,Pattern completed
dblp,GraphMini_Original,P2,5,N/A,1,0.0173887,4.01683,11466097,19.6,1.00,100.0,SUCCESS,Pattern completed
dblp,GraphMini_Original,P2,5,N/A,4,0.0167244,1.1431,11466097,19.8,3.51,87.7,SUCCESS,Pattern completed
dblp,GraphMini_Original,P2,5,N/A,16,0.0185089,0.31154,11466097,19.9,12.89,80.5,SUCCESS,Pattern completed
dblp,GraphMini_Original,P2,5,N/A,32,0.0179726,0.167276,11466097,20.5,24.01,75.0,SUCCESS,Pattern completed
dblp,GraphMini_Original,P2,5,N/A,64,0.0176171,0.144924,11466097,21.1,27.71,43.2,SUCCESS,Pattern completed
dblp,GraphMini_Original,P3,5,N/A,1,0.0184897,21.5934,93821341,19.5,1.00,100.0,SUCCESS,Pattern completed
dblp,GraphMini_Original,P3,5,N/A,4,0.0179345,5.58291,93821341,19.8,3.86,96.5,SUCCESS,Pattern completed
dblp,GraphMini_Original,P3,5,N/A,16,0.0155683,1.59376,93821341,20.2,13.54,84.6,SUCCESS,Pattern completed
dblp,GraphMini_Original,P3,5,N/A,32,0.0185921,0.907552,93821341,20.6,23.79,74.3,SUCCESS,Pattern completed
dblp,GraphMini_Original,P3,5,N/A,64,0.018471,0.764504,93821341,21.6,28.24,44.1,SUCCESS,Pattern completed
dblp,GraphMini_Original,P4,5,N/A,1,0.0178356,4.56408,262663639,19.7,1.00,100.0,SUCCESS,Pattern completed
dblp,GraphMini_Original,P4,5,N/A,4,0.0169344,1.09594,262663639,19.8,4.16,104.0,SUCCESS,Pattern completed
dblp,GraphMini_Original,P4,5,N/A,16,0.0159388,0.332341,262663639,20.1,13.73,85.8,SUCCESS,Pattern completed
dblp,GraphMini_Original,P4,5,N/A,32,0.0175487,0.21168,262663639,20.3,21.56,67.3,SUCCESS,Pattern completed
dblp,GraphMini_Original,P4,5,N/A,64,0.0182079,0.194076,262663639,21.3,23.51,36.7,SUCCESS,Pattern completed
dblp,GraphMini_Original,P5,6,N/A,1,0.0182793,152.306,89217432,19.8,1.00,100.0,SUCCESS,Pattern completed
dblp,GraphMini_Original,P5,6,N/A,4,0.0179319,38.5144,89217432,19.8,3.95,98.7,SUCCESS,Pattern completed
dblp,GraphMini_Original,P5,6,N/A,16,0.0172938,9.96641,89217432,20.2,15.28,95.5,SUCCESS,Pattern completed
dblp,GraphMini_Original,P5,6,N/A,32,0.0155484,5.20557,89217432,20.9,29.25,91.4,SUCCESS,Pattern completed
dblp,GraphMini_Original,P5,6,N/A,64,0.0162913,4.16608,89217432,22.1,36.55,57.1,SUCCESS,Pattern completed
dblp,GraphMini_Original,P6,6,N/A,1,0.0162705,5.61067,24076173,19.7,1.00,100.0,SUCCESS,Pattern completed
dblp,GraphMini_Original,P6,6,N/A,4,0.0164458,1.43767,24076173,19.7,3.90,97.5,SUCCESS,Pattern completed
dblp,GraphMini_Original,P6,6,N/A,16,0.0163987,0.411951,24076173,20.6,13.61,85.0,SUCCESS,Pattern completed
dblp,GraphMini_Original,P6,6,N/A,32,0.0161804,0.237651,24076173,21.4,23.60,73.7,SUCCESS,Pattern completed
dblp,GraphMini_Original,P6,6,N/A,64,0.0168057,0.170971,24076173,23.6,32.81,51.2,SUCCESS,Pattern completed
dblp,GraphMini_Original,P7,6,N/A,1,0.0175797,69.4263,30817361,19.6,1.00,100.0,SUCCESS,Pattern completed
dblp,GraphMini_Original,P7,6,N/A,4,0.0176301,17.6263,30817361,19.9,3.93,98.2,SUCCESS,Pattern completed
dblp,GraphMini_Original,P7,6,N/A,16,0.0164467,4.71585,30817361,20.7,14.72,92.0,SUCCESS,Pattern completed
dblp,GraphMini_Original,P7,6,N/A,32,0.0160705,2.42361,30817361,21.4,28.64,89.5,SUCCESS,Pattern completed
dblp,GraphMini_Original,P7,6,N/A,64,0.016125,1.94684,30817361,23.7,35.66,55.7,SUCCESS,Pattern completed
dblp,GraphMini_Original,P8,7,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,TIMEOUT_EXEC,Execution timeout
