Dataset,Graph_Size,Pattern,Pattern_Size,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Throughput,Memory_Peak_MB,Speedup,Efficiency,Baseline_s,Notes
wiki,7K_nodes_100K_edges,triangle,3,1,0.00349125,0.231503,4514137,1.94992e+07,5680.0,1.000,100.00,0.231503,baseline
wiki,7K_nodes_100K_edges,triangle,3,2,0.000552208,0.251301,4514137,1.79631e+07,5648.0,.9212,46.000,0.231503,calculated
wiki,7K_nodes_100K_edges,triangle,3,4,0.000543959,0.880148,4514137,5.12884e+06,5776.0,.2630,6.500,0.231503,calculated
wiki,7K_nodes_100K_edges,triangle,3,8,0.00137338,1.21217,4514137,3.72402e+06,5664.0,.1909,2.300,0.231503,calculated
wiki,7K_nodes_100K_edges,triangle,3,16,0.000576084,0.336929,4514137,1.33979e+07,5760.0,.6870,4.200,0.231503,calculated
wiki,7K_nodes_100K_edges,4path,4,1,0.000543208,0.620334,4514137,7.27694e+06,5776.0,1.000,100.00,0.620334,baseline
wiki,7K_nodes_100K_edges,4path,4,2,0.000823,0.651164,4514137,6.93242e+06,5744.0,.9526,47.600,0.620334,calculated
wiki,7K_nodes_100K_edges,4path,4,4,0.000573167,0.293591,4514137,1.53756e+07,5488.0,2.1129,52.800,0.620334,calculated
wiki,7K_nodes_100K_edges,4path,4,8,0.000540667,0.23851,4514137,1.89264e+07,5632.0,2.6008,32.500,0.620334,calculated
wiki,7K_nodes_100K_edges,4path,4,16,0.000543917,0.23974,4514137,1.88293e+07,5744.0,2.5875,16.100,0.620334,calculated
wiki,7K_nodes_100K_edges,4cycle,4,1,0.000531584,0.25231,4514137,1.78913e+07,5792.0,1.000,100.00,0.25231,baseline
wiki,7K_nodes_100K_edges,4cycle,4,2,0.000527334,0.361668,4514137,1.24814e+07,5744.0,.6976,34.800,0.25231,calculated
wiki,7K_nodes_100K_edges,4cycle,4,4,0.000562375,0.269062,4514137,1.67773e+07,5792.0,.9377,23.400,0.25231,calculated
wiki,7K_nodes_100K_edges,4cycle,4,8,0.000537375,0.251004,4514137,1.79843e+07,5600.0,1.0052,12.500,0.25231,calculated
