Dataset,PatternCategory,QueryFile,QueryVertices,QueryEdges,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Memory_Peak_MB,Status,Notes
wiki,hku_patterns,query_dense_16_1.graph,16,24,1,N/A,N/A,N/A,3856.0,FAILED,Program crashed (exit code 134)
wiki,hku_patterns,query_dense_16_1.graph,16,24,2,N/A,N/A,N/A,4032.0,FAILED,Program crashed (exit code 134)
wiki,hku_patterns,query_dense_16_1.graph,16,24,4,N/A,N/A,N/A,4464.0,FAILED,Program crashed (exit code 134)
wiki,hku_patterns,query_dense_16_1.graph,16,24,8,N/A,N/A,N/A,4624.0,FAILED,Program crashed (exit code 134)
wiki,hku_patterns,query_dense_16_1.graph,16,24,16,N/A,N/A,N/A,4992.0,FAILED,Program crashed (exit code 134)
wiki,hku_patterns,query_dense_16_10.graph,16,26,1,N/A,N/A,N/A,3904.0,FAILED,Program crashed (exit code 134)
wiki,hku_patterns,query_dense_16_10.graph,16,26,2,N/A,N/A,N/A,4224.0,FAILED,Program crashed (exit code 134)
wiki,hku_patterns,query_dense_16_10.graph,16,26,4,N/A,N/A,N/A,4016.0,FAILED,Program crashed (exit code 134)
wiki,hku_patterns,query_dense_16_10.graph,16,26,8,N/A,N/A,N/A,4592.0,FAILED,Program crashed (exit code 134)
wiki,hku_patterns,query_dense_16_10.graph,16,26,16,N/A,N/A,N/A,5184.0,FAILED,Program crashed (exit code 134)
wiki,hku_patterns,query_dense_16_100.graph,16,25,1,N/A,N/A,N/A,3856.0,FAILED,Program crashed (exit code 134)
wiki,hku_patterns,query_dense_16_100.graph,16,25,2,N/A,N/A,N/A,4128.0,FAILED,Program crashed (exit code 134)
wiki,hku_patterns,query_dense_16_100.graph,16,25,4,N/A,N/A,N/A,4240.0,FAILED,Program crashed (exit code 134)
wiki,hku_patterns,query_dense_16_100.graph,16,25,8,N/A,N/A,N/A,4512.0,FAILED,Program crashed (exit code 134)
wiki,hku_patterns,query_dense_16_100.graph,16,25,16,N/A,N/A,N/A,4848.0,FAILED,Program crashed (exit code 134)
wiki,hku_patterns,query_dense_16_101.graph,16,24,1,N/A,N/A,N/A,3872.0,FAILED,Program crashed (exit code 134)
wiki,hku_patterns,query_dense_16_101.graph,16,24,2,N/A,N/A,N/A,4128.0,FAILED,Program crashed (exit code 134)
