Dataset,Pattern_Type,Pattern_Name,Vertices,Edges,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Memory_MB,Speedup,Efficiency,Status,Notes
dblp,Patterns,small_dense_4v_1,4,4,1,0.0182727,4.70502,96615211,19.9,1.00,100.0,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_1,4,4,4,0.0187036,1.24002,96615211,20.3,3.79,94.7,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_1,4,4,16,0.0182956,0.346149,96615211,22.7,13.59,84.9,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_1,4,4,32,0.0196733,0.197348,96615211,24.0,23.84,74.5,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_1,4,4,64,0.0132313,0.141074,96615211,30.2,33.35,52.1,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_2,4,4,1,0.0184633,4.68604,96615211,19.8,1.00,100.0,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_2,4,4,4,0.0194883,1.23807,96615211,20.3,3.78,94.5,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_2,4,4,16,0.0157542,0.345086,96615211,22.5,13.57,84.8,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_2,4,4,32,0.0171016,0.186544,96615211,26.2,25.12,78.5,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_2,4,4,64,0.0179857,0.141565,96615211,31.3,33.10,51.7,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_3,4,4,1,0.0182162,4.77633,96615211,19.9,1.00,100.0,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_3,4,4,4,0.0171959,1.23781,96615211,20.4,3.85,96.2,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_3,4,4,16,0.0163586,0.34341,96615211,22.7,13.90,86.8,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_3,4,4,32,0.0192962,0.192456,96615211,24.4,24.81,77.5,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_3,4,4,64,0.0182332,0.139647,96615211,31.6,34.20,53.4,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_4,4,6,1,0.0176788,1.04801,16713192,19.9,1.00,100.0,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_4,4,6,4,0.0190626,0.288704,16713192,20.1,3.63,90.7,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_4,4,6,16,0.0188418,0.0975057,16713192,21.0,10.74,67.1,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_4,4,6,32,0.0160138,0.0596504,16713192,22.0,17.56,54.8,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_4,4,6,64,0.0193233,0.0597099,16713192,23.8,17.55,27.4,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_5,4,3,1,0.0191467,3.90318,431568151,19.8,1.00,100.0,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_5,4,3,4,0.0169858,1.08762,431568151,20.0,3.58,89.5,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_5,4,3,16,0.0161344,0.294469,431568151,20.4,13.25,82.8,SUCCESS,GraphMini pattern worked!
dblp,Patterns,small_dense_4v_5,4,3,32,0.0184391,0.168026,431568151,20.8,23.22,72.5,SUCCESS,GraphMini pattern worked!
