Dataset,Pattern_Type,Pattern_Name,Vertices,Edges,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Memory_MB,Speedup,Efficiency,Status,Notes
dblp,GraphMini_Original,P1,4,N/A,1,0.0164623,0.602535,16713192,19.6,1.00,100.0,SUCCESS,Original pattern
dblp,GraphMini_Original,P1,4,N/A,4,0.0168163,0.174662,16713192,19.9,3.44,86.0,SUCCESS,Original pattern
dblp,GraphMini_Original,P1,4,N/A,16,0.0165693,0.0656831,16713192,20.0,9.17,57.3,SUCCESS,Original pattern
dblp,GraphMini_Original,P1,4,N/A,32,0.0165194,0.0484002,16713192,20.0,12.44,38.8,SUCCESS,Original pattern
dblp,GraphMini_Original,P1,4,N/A,64,0.0161246,0.0427211,16713192,21.0,14.10,22.0,SUCCESS,Original pattern
dblp,GraphMini_Original,P2,5,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,FP_EXCEPTION,Pattern causes floating point error
dblp,GraphMini_Original,P2,5,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,FP_EXCEPTION,Pattern causes floating point error
dblp,GraphMini_Original,P2,5,N/A,16,N/A,N/A,N/A,N/A,N/A,N/A,FP_EXCEPTION,Pattern causes floating point error
dblp,GraphMini_Original,P2,5,N/A,32,N/A,N/A,N/A,N/A,N/A,N/A,FP_EXCEPTION,Pattern causes floating point error
dblp,GraphMini_Original,P2,5,N/A,64,N/A,N/A,N/A,N/A,N/A,N/A,FP_EXCEPTION,Pattern causes floating point error
dblp,GraphMini_Original,P3,5,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,FP_EXCEPTION,Pattern causes floating point error
dblp,GraphMini_Original,P3,5,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,FP_EXCEPTION,Pattern causes floating point error
dblp,GraphMini_Original,P3,5,N/A,16,N/A,N/A,N/A,N/A,N/A,N/A,FP_EXCEPTION,Pattern causes floating point error
dblp,GraphMini_Original,P3,5,N/A,32,N/A,N/A,N/A,N/A,N/A,N/A,FP_EXCEPTION,Pattern causes floating point error
dblp,GraphMini_Original,P3,5,N/A,64,N/A,N/A,N/A,N/A,N/A,N/A,FP_EXCEPTION,Pattern causes floating point error
dblp,GraphMini_Original,P4,5,N/A,1,0.0165579,4.6359,262663639,19.7,1.00,100.0,SUCCESS,Original pattern
