Dataset,Graph_Size,Pattern,Pattern_Size,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Throughput,Memory_Peak_MB,Speedup,Efficiency,Baseline_s,Notes
youtube,66M_nodes_1.8B_edges,triangle,3,1,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,triangle,3,2,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,triangle,3,4,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,triangle,3,8,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,triangle,3,16,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,4path,4,1,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,4path,4,2,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,4path,4,4,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,4path,4,8,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,4path,4,16,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,4cycle,4,1,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,4cycle,4,2,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,4cycle,4,4,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,4cycle,4,8,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,4cycle,4,16,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,4star,4,1,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,4star,4,2,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,4star,4,4,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,4star,4,8,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,4star,4,16,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,4clique,4,1,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,4clique,4,2,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,4clique,4,4,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,4clique,4,8,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,4clique,4,16,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,5clique,5,1,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
youtube,66M_nodes_1.8B_edges,5clique,5,2,,FAILED,0,,0,FAILED,FAILED,FAILED,test_failed
