Dataset,Pruning_Type,Threads,CodeGen_Time,Execution_Time,Result_Count,Throughput,SearchSpace_Reduction
wiki,None,1,,0.019604,608389,3.1034e+07,0.0
wiki,Static,1,,0.0168072,608389,3.61981e+07,15.00
wiki,Eager,1,,0.0185691,608389,3.27635e+07,6.00
wiki,Online,1,,0.0176953,608389,3.43813e+07,10.00
wiki,CostModel,1,,0.0171551,608389,3.5464e+07,13.00
wiki,None,2,,0.0183827,608389,3.30957e+07,0.0
wiki,Static,2,,0.0193586,608389,3.14274e+07,-5.00
wiki,Eager,2,,0.0185691,608389,3.27635e+07,-1.00
wiki,Online,2,,0.018864,608389,3.22513e+07,-2.00
wiki,CostModel,2,,0.0186674,608389,3.2591e+07,-1.00
wiki,None,4,,0.0211696,608389,2.87388e+07,0.0
wiki,Static,4,,0.021094,608389,2.88418e+07,1.00
wiki,Eager,4,,0.0234482,608389,2.59461e+07,-10.00
wiki,Online,4,,0.0241383,608389,2.52043e+07,-14.00
wiki,CostModel,4,,0.0260746,608389,2.33326e+07,-23.00
wiki,None,6,,0.0245226,608389,2.48093e+07,0.0
wiki,Static,6,,0.0224245,608389,2.71305e+07,9.00
wiki,Eager,6,,0.0250832,608389,2.42549e+07,-2.00
wiki,Online,6,,0.0237662,608389,2.55989e+07,4.00
wiki,CostModel,6,,0.0222401,608389,2.73555e+07,10.00
wiki,None,8,,0.0238327,608389,2.55274e+07,0.0
wiki,Static,8,,0.0230347,608389,2.64118e+07,4.00
wiki,Eager,8,,0.0224086,608389,2.71498e+07,6.00
wiki,Online,8,,0.020275,608389,3.00068e+07,15.00
wiki,CostModel,8,,0.0262721,608389,2.31572e+07,-10.00
wiki,None,12,,0.0255256,608389,2.38344e+07,0.0
wiki,Static,12,,0.0244951,608389,2.48371e+07,5.00
wiki,Eager,12,,0.0274747,608389,2.21436e+07,-7.00
wiki,Online,12,,0.0252455,608389,2.40989e+07,2.00
wiki,CostModel,12,,0.0264075,608389,2.30385e+07,-3.00
wiki,None,16,,0.0252992,608389,2.40478e+07,0.0
wiki,Static,16,,0.0292793,608389,2.07788e+07,-15.00
wiki,Eager,16,,0.0456148,608389,1.33375e+07,-80.00
wiki,Online,16,,0.0742679,608389,8.19181e+06,-193.00
wiki,CostModel,16,,0.0448636,608389,1.35609e+07,-77.00
enron,None,1,,0.0329189,727044,2.20859e+07,0.0
enron,Static,1,,0.0328734,727044,2.21165e+07,1.00
enron,Eager,1,,0.0375166,727044,1.93792e+07,-13.00
enron,Online,1,,0.106371,727044,6.83496e+06,-223.00
enron,CostModel,1,,0.0634824,727044,1.14527e+07,-92.00
enron,None,2,,0.10078,727044,7.21415e+06,0.0
enron,Static,2,,0.043606,727044,1.6673e+07,57.00
enron,Eager,2,,0.0374007,727044,1.94393e+07,63.00
enron,Online,2,,0.02787,727044,2.60869e+07,73.00
enron,CostModel,2,,0.0299755,727044,2.42546e+07,71.00
enron,None,4,,0.0270947,727044,2.68335e+07,0.0
enron,Static,4,,0.0670488,727044,1.08435e+07,-147.00
enron,Eager,4,,0.0461021,727044,1.57703e+07,-70.00
enron,Online,4,,0.0404261,727044,1.79845e+07,-49.00
enron,CostModel,4,,0.0408939,727044,1.77788e+07,-50.00
enron,None,6,,0.0309426,727044,2.34966e+07,0.0
enron,Static,6,,0.0290581,727044,2.50203e+07,7.00
enron,Eager,6,,0.0309381,727044,2.34999e+07,1.00
enron,Online,6,,0.0264365,727044,2.75015e+07,15.00
enron,CostModel,6,,0.0271323,727044,2.67962e+07,13.00
enron,None,8,,0.0289283,727044,2.51326e+07,0.0
enron,Static,8,,0.0261557,727044,2.77968e+07,10.00
enron,Eager,8,,0.0266443,727044,2.72871e+07,8.00
enron,Online,8,,0.0238775,727044,3.0449e+07,18.00
enron,CostModel,8,,0.0233153,727044,3.11831e+07,20.00
enron,None,12,,0.0225735,727044,3.22079e+07,0.0
enron,Static,12,,0.0230025,727044,3.16071e+07,-1.00
enron,Eager,12,,0.0227642,727044,3.1938e+07,0
enron,Online,12,,0.0259852,727044,2.79791e+07,-15.00
enron,CostModel,12,,0.0286476,727044,2.53789e+07,-26.00
enron,None,16,,0.0314223,727044,2.31378e+07,0.0
enron,Static,16,,0.0660512,727044,1.10073e+07,-110.00
enron,Eager,16,,0.0308293,727044,2.35829e+07,2.00
enron,Online,16,,0.0259641,727044,2.80019e+07,18.00
enron,CostModel,16,,0.0304512,727044,2.38757e+07,4.00
