Dataset,Graph_Size,Pattern,Pattern_Size,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Throughput,Memory_Peak_MB,Speedup,Efficiency,Baseline_s,Notes
wiki,7K_nodes_100K_edges,triangle,3,1,0.00400742,0.0226659,608389,2.68416e+07,4256.0,1.000,100.00,0.0226659,baseline
wiki,7K_nodes_100K_edges,triangle,3,2,0.00104437,0.0220193,608389,2.76298e+07,4240.0,1.0293,51.400,0.0226659,calculated
wiki,7K_nodes_100K_edges,triangle,3,4,0.00106579,0.0236249,608389,2.57521e+07,4240.0,.9594,23.900,0.0226659,calculated
wiki,7K_nodes_100K_edges,triangle,3,8,0.00097725,0.02183,608389,2.78695e+07,4288.0,1.0382,12.900,0.0226659,calculated
wiki,7K_nodes_100K_edges,triangle,3,16,0.00107546,0.0264105,608389,2.30359e+07,4224.0,.8582,5.300,0.0226659,calculated
wiki,7K_nodes_100K_edges,4path,4,1,0.00104192,2.15434,32230662,1.49608e+07,4720.0,1.000,100.00,2.15434,baseline
wiki,7K_nodes_100K_edges,4path,4,2,0.000958333,2.14879,32230662,1.49995e+07,4896.0,1.0025,50.100,2.15434,calculated
wiki,7K_nodes_100K_edges,4path,4,4,FAILED,FAILED,0,0,0,FAILED,FAILED,2.15434,test_failed
wiki,7K_nodes_100K_edges,4path,4,8,0.00102337,2.01104,32230662,1.60269e+07,4832.0,1.0712,13.300,2.15434,calculated
wiki,7K_nodes_100K_edges,4path,4,16,0.00106663,2.13521,32230662,1.50948e+07,4688.0,1.0089,6.300,2.15434,calculated
wiki,7K_nodes_100K_edges,4cycle,4,1,0.000969,1.95442,32230662,1.64912e+07,4688.0,1.000,100.00,1.95442,baseline
wiki,7K_nodes_100K_edges,4cycle,4,2,0.00118317,1.99662,32230662,1.61426e+07,4736.0,.9788,48.900,1.95442,calculated
wiki,7K_nodes_100K_edges,4cycle,4,4,0.00110637,1.94187,32230662,1.65977e+07,4720.0,1.0064,25.100,1.95442,calculated
wiki,7K_nodes_100K_edges,4cycle,4,8,0.00112154,2.30319,32230662,1.3994e+07,4656.0,.8485,10.600,1.95442,calculated
wiki,7K_nodes_100K_edges,4cycle,4,16,0.00103171,2.65649,32230662,1.21328e+07,4720.0,.7357,4.500,1.95442,calculated
wiki,7K_nodes_100K_edges,4star,4,1,0.0011295,4.26574,1127174796,2.64239e+08,7040.0,1.000,100.00,4.26574,baseline
wiki,7K_nodes_100K_edges,4star,4,2,0.00109108,4.29865,1127174796,2.62216e+08,7040.0,.9923,49.600,4.26574,calculated
wiki,7K_nodes_100K_edges,4star,4,4,0.00106429,3.78025,1127174796,2.98174e+08,6864.0,1.1284,28.200,4.26574,calculated
wiki,7K_nodes_100K_edges,4star,4,8,0.00107883,3.79608,1127174796,2.96932e+08,6896.0,1.1237,14.000,4.26574,calculated
wiki,7K_nodes_100K_edges,4star,4,16,0.00108071,3.77422,1127174796,2.98651e+08,6992.0,1.1302,7.000,4.26574,calculated
wiki,7K_nodes_100K_edges,4clique,4,1,0.00107617,0.0649789,2077903,3.19781e+07,5760.0,1.000,100.00,0.0649789,baseline
wiki,7K_nodes_100K_edges,4clique,4,2,0.00113517,0.066682,2077903,3.11614e+07,5728.0,.9744,48.700,0.0649789,calculated
wiki,7K_nodes_100K_edges,4clique,4,4,0.00108471,0.0653198,2077903,3.18112e+07,5664.0,.9947,24.800,0.0649789,calculated
wiki,7K_nodes_100K_edges,4clique,4,8,0.00105446,0.0663894,2077903,3.12987e+07,5840.0,.9787,12.200,0.0649789,calculated
wiki,7K_nodes_100K_edges,4clique,4,16,0.00105417,0.0665695,2077903,3.12141e+07,5808.0,.9761,6.100,0.0649789,calculated
wiki,7K_nodes_100K_edges,5clique,5,1,0.00104571,0.166864,4514137,2.70529e+07,5984.0,1.000,100.00,0.166864,baseline
wiki,7K_nodes_100K_edges,5clique,5,2,0.000952083,0.165334,4514137,2.73031e+07,5920.0,1.0092,50.400,0.166864,calculated
wiki,7K_nodes_100K_edges,5clique,5,4,0.00109162,0.168102,4514137,2.68536e+07,6080.0,.9926,24.800,0.166864,calculated
wiki,7K_nodes_100K_edges,5clique,5,8,0.00109096,0.168492,4514137,2.67913e+07,5904.0,.9903,12.300,0.166864,calculated
wiki,7K_nodes_100K_edges,5clique,5,16,0.00108171,0.167786,4514137,2.69042e+07,6048.0,.9945,6.200,0.166864,calculated
wiki,7K_nodes_100K_edges,house,4,1,0.000529292,0.15763,4514137,2.86376e+07,6000.0,1.000,100.00,0.15763,baseline
wiki,7K_nodes_100K_edges,house,4,2,0.000523375,0.154043,4514137,2.93045e+07,5952.0,1.0232,51.100,0.15763,calculated
wiki,7K_nodes_100K_edges,house,4,4,0.00054125,0.153609,4514137,2.93871e+07,6064.0,1.0261,25.600,0.15763,calculated
