Dataset,Graph_Size,Pattern,Pattern_Size,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Throughput,Memory_Peak_MB,Speedup,Efficiency,Baseline_s,Notes
wiki,7K_nodes_100K_edges,triangle,3,1,0.00535292,0.987564,4514137,4.57098e+06,4224.0,1.000,100.00,0.987564,baseline
wiki,7K_nodes_100K_edges,triangle,3,2,0.000572041,0.773171,4480916,5.7955e+06,4544.0,1.2772,63.800,0.987564,calculated
wiki,7K_nodes_100K_edges,triangle,3,4,0.000533125,0.471376,4377149,9.28589e+06,4848.0,2.0950,52.300,0.987564,calculated
wiki,7K_nodes_100K_edges,triangle,3,8,0.000522875,0.375639,4175910,1.11168e+07,5456.0,2.6290,32.800,0.987564,calculated
wiki,7K_nodes_100K_edges,triangle,3,16,FAILED,FAILED,0,0,0,FAILED,FAILED,0.987564,test_failed
wiki,7K_nodes_100K_edges,4path,4,1,0.000523333,0.989281,4514137,4.56305e+06,4080.0,1.000,100.00,0.989281,baseline
wiki,7K_nodes_100K_edges,4path,4,2,0.000526875,0.770783,4480922,5.81347e+06,4592.0,1.2834,64.100,0.989281,calculated
wiki,7K_nodes_100K_edges,4path,4,4,0.000522584,0.471591,4379181,9.28597e+06,4928.0,2.0977,52.400,0.989281,calculated
wiki,7K_nodes_100K_edges,4path,4,8,0.000562125,0.36504,4185568,1.1466e+07,5440.0,2.7100,33.800,0.989281,calculated
wiki,7K_nodes_100K_edges,4path,4,16,FAILED,FAILED,0,0,0,FAILED,FAILED,0.989281,test_failed
wiki,7K_nodes_100K_edges,4cycle,4,1,0.0005345,0.982385,4514137,4.59508e+06,4096.0,1.000,100.00,0.982385,baseline
wiki,7K_nodes_100K_edges,4cycle,4,2,0.000537417,0.769881,4482295,5.82206e+06,4480.0,1.2760,63.800,0.982385,calculated
wiki,7K_nodes_100K_edges,4cycle,4,4,0.000523875,0.472081,4377573,9.27292e+06,4896.0,2.0809,52.000,0.982385,calculated
wiki,7K_nodes_100K_edges,4cycle,4,8,0.000515666,0.360484,4196200,1.16405e+07,5520.0,2.7251,34.000,0.982385,calculated
wiki,7K_nodes_100K_edges,4cycle,4,16,FAILED,FAILED,0,0,0,FAILED,FAILED,0.982385,test_failed
wiki,7K_nodes_100K_edges,4star,4,1,0.000523,0.981282,4514137,4.60024e+06,4144.0,1.000,100.00,0.981282,baseline
wiki,7K_nodes_100K_edges,4star,4,2,0.000515708,0.7706,4481234,5.81525e+06,4480.0,1.2733,63.600,0.981282,calculated
wiki,7K_nodes_100K_edges,4star,4,4,0.000531166,0.470998,4379531,9.29841e+06,4896.0,2.0834,52.000,0.981282,calculated
wiki,7K_nodes_100K_edges,4star,4,8,0.000523291,0.364416,4184545,1.14829e+07,5440.0,2.6927,33.600,0.981282,calculated
wiki,7K_nodes_100K_edges,4star,4,16,FAILED,FAILED,0,0,0,FAILED,FAILED,0.981282,test_failed
wiki,7K_nodes_100K_edges,4clique,4,1,0.000531959,0.981609,4514137,4.59871e+06,4176.0,1.000,100.00,0.981609,baseline
wiki,7K_nodes_100K_edges,4clique,4,2,0.00051575,0.770559,4481968,5.81651e+06,4528.0,1.2738,63.600,0.981609,calculated
wiki,7K_nodes_100K_edges,4clique,4,4,0.00052125,0.47086,4378801,9.29959e+06,4944.0,2.0847,52.100,0.981609,calculated
wiki,7K_nodes_100K_edges,4clique,4,8,0.000523583,0.363026,4171861,1.14919e+07,5488.0,2.7039,33.700,0.981609,calculated
wiki,7K_nodes_100K_edges,4clique,4,16,FAILED,FAILED,0,0,0,FAILED,FAILED,0.981609,test_failed
