Dataset,PatternCategory,QueryFile,QueryVertices,QueryEdges,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Memory_Peak_MB,Status,Notes
dblp,small_dense_4,query_dense_4_1.graph,4,3,1,0.0903992,6.09392,252447350,18592.0,SUCCESS,
dblp,small_dense_4,query_dense_4_1.graph,4,3,2,0.0171623,3.08461,252447350,18736.0,SUCCESS,
