Dataset,PatternCategory,QueryFile,QueryVertices,QueryEdges,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Memory_Peak_MB,Status,Notes
dblp,small_dense_4,query_dense_4_10.graph,4,6,4,0.013411,0.282074,16713192,19152.0,SUCCESS,
dblp,small_dense_4,query_dense_4_11.graph,4,4,1,0.00940246,5.74714,96615211,18928.0,SUCCESS,
dblp,small_dense_4,query_dense_4_11.graph,4,4,2,0.0153901,2.88661,96615211,19136.0,SUCCESS,
dblp,small_dense_4,query_dense_4_11.graph,4,4,4,0.011866,1.41772,96615211,19776.0,SUCCESS,
dblp,small_dense_4,query_dense_4_12.graph,4,6,1,0.0101045,1.10146,16713192,18704.0,SUCCESS,
dblp,small_dense_4,query_dense_4_12.graph,4,6,2,0.0110663,0.555187,16713192,18896.0,SUCCESS,
dblp,small_dense_4,query_dense_4_12.graph,4,6,4,0.0115579,0.317173,16713192,19152.0,SUCCESS,
dblp,small_dense_4,query_dense_4_13.graph,4,4,1,0.0129305,5.84364,96615211,18944.0,SUCCESS,
dblp,small_dense_4,query_dense_4_13.graph,4,4,2,0.011044,2.95358,96615211,19264.0,SUCCESS,
dblp,small_dense_4,query_dense_4_13.graph,4,4,4,0.0134221,1.5254,96615211,19952.0,SUCCESS,
dblp,small_dense_4,query_dense_4_14.graph,4,6,1,0.0192164,1.10544,16713192,18624.0,SUCCESS,
dblp,small_dense_4,query_dense_4_14.graph,4,6,2,0.011259,0.540974,16713192,18912.0,SUCCESS,
dblp,small_dense_4,query_dense_4_14.graph,4,6,4,0.0112086,0.296457,16713192,19088.0,SUCCESS,
dblp,small_dense_4,query_dense_4_15.graph,4,6,1,0.011722,1.10666,16713192,18752.0,SUCCESS,
dblp,small_dense_4,query_dense_4_15.graph,4,6,2,0.0149879,0.543011,16713192,18800.0,SUCCESS,
dblp,small_dense_4,query_dense_4_15.graph,4,6,4,0.014812,0.313999,16713192,19280.0,SUCCESS,
dblp,small_dense_4,query_dense_4_16.graph,4,4,1,0.013409,5.76154,96615211,18976.0,SUCCESS,
dblp,small_dense_4,query_dense_4_16.graph,4,4,2,0.0103243,2.93353,96615211,19312.0,SUCCESS,
dblp,small_dense_4,query_dense_4_16.graph,4,4,4,0.0109731,1.53665,96615211,20000.0,SUCCESS,
dblp,small_dense_4,query_dense_4_17.graph,4,3,1,0.00824329,6.27875,252447350,18480.0,SUCCESS,
dblp,small_dense_4,query_dense_4_17.graph,4,3,2,0.0105265,3.11429,252447350,18640.0,SUCCESS,
dblp,small_dense_4,query_dense_4_17.graph,4,3,4,0.0186746,1.56287,252447350,18784.0,SUCCESS,
dblp,small_dense_4,query_dense_4_18.graph,4,6,1,0.0110417,1.10122,16713192,18704.0,SUCCESS,
dblp,small_dense_4,query_dense_4_18.graph,4,6,2,0.013425,0.536701,16713192,18784.0,SUCCESS,
dblp,small_dense_4,query_dense_4_18.graph,4,6,4,0.0150032,0.279634,16713192,19216.0,SUCCESS,
dblp,small_dense_4,query_dense_4_19.graph,4,6,1,0.02239,1.09622,16713192,18816.0,SUCCESS,
dblp,small_dense_4,query_dense_4_19.graph,4,6,2,0.0118075,0.540732,16713192,18752.0,SUCCESS,
dblp,small_dense_4,query_dense_4_19.graph,4,6,4,0.0123499,0.395101,16713192,19184.0,SUCCESS,
dblp,small_dense_4,query_dense_4_20.graph,4,5,1,0.0147673,3.54066,4764685,18768.0,SUCCESS,
dblp,small_dense_4,query_dense_4_20.graph,4,5,2,0.013299,1.74644,4764685,19088.0,SUCCESS,
dblp,small_dense_4,query_dense_4_20.graph,4,5,4,0.0105452,0.871963,4764685,19552.0,SUCCESS,
dblp,small_dense_4,query_dense_4_21.graph,4,6,1,0.0170965,1.15541,16713192,18736.0,SUCCESS,
dblp,small_dense_4,query_dense_4_21.graph,4,6,2,0.0175737,0.547676,16713192,18880.0,SUCCESS,
dblp,small_dense_4,query_dense_4_21.graph,4,6,4,0.0175006,0.27445,16713192,19200.0,SUCCESS,
dblp,small_dense_4,query_dense_4_22.graph,4,6,1,0.015791,1.0917,16713192,18704.0,SUCCESS,
dblp,small_dense_4,query_dense_4_22.graph,4,6,2,0.0179883,0.674825,16713192,18832.0,SUCCESS,
dblp,small_dense_4,query_dense_4_22.graph,4,6,4,0.0130111,0.272964,16713192,19152.0,SUCCESS,
dblp,small_dense_4,query_dense_4_23.graph,4,3,1,0.014419,6.1207,252447350,18592.0,SUCCESS,
dblp,small_dense_4,query_dense_4_23.graph,4,3,2,0.0144786,4.04711,252447350,18736.0,SUCCESS,
dblp,small_dense_4,query_dense_4_23.graph,4,3,4,0.0107151,1.90104,252447350,19024.0,SUCCESS,
dblp,small_dense_4,query_dense_4_24.graph,4,6,1,0.0129158,1.27578,16713192,18720.0,SUCCESS,
dblp,small_dense_4,query_dense_4_24.graph,4,6,2,0.0176708,0.58497,16713192,18944.0,SUCCESS,
dblp,small_dense_4,query_dense_4_24.graph,4,6,4,0.016129,0.28882,16713192,19120.0,SUCCESS,
dblp,small_dense_4,query_dense_4_25.graph,4,6,1,0.0136555,1.13566,16713192,18656.0,SUCCESS,
dblp,small_dense_4,query_dense_4_25.graph,4,6,2,0.015016,0.538076,16713192,18736.0,SUCCESS,
dblp,small_dense_4,query_dense_4_25.graph,4,6,4,0.021901,0.287161,16713192,19152.0,SUCCESS,
dblp,small_dense_4,query_dense_4_26.graph,4,6,1,0.0595113,1.14978,16713192,18544.0,SUCCESS,
dblp,small_dense_4,query_dense_4_26.graph,4,6,2,0.0171805,0.544435,16713192,19040.0,SUCCESS,
dblp,small_dense_4,query_dense_4_26.graph,4,6,4,0.0103471,0.277614,16713192,19216.0,SUCCESS,
dblp,small_dense_4,query_dense_4_27.graph,4,6,1,0.0109412,1.10633,16713192,18848.0,SUCCESS,
dblp,small_dense_4,query_dense_4_27.graph,4,6,2,0.0105578,0.540731,16713192,18864.0,SUCCESS,
dblp,small_dense_4,query_dense_4_27.graph,4,6,4,0.0130518,0.2735,16713192,19104.0,SUCCESS,
dblp,small_dense_4,query_dense_4_28.graph,4,3,1,0.0108671,6.13051,252447350,18528.0,SUCCESS,
dblp,small_dense_4,query_dense_4_28.graph,4,3,2,0.0156391,3.05374,252447350,18800.0,SUCCESS,
dblp,small_dense_4,query_dense_4_28.graph,4,3,4,0.0108697,1.69135,252447350,18848.0,SUCCESS,
dblp,small_dense_4,query_dense_4_29.graph,4,4,1,0.0110828,5.7413,96615211,18848.0,SUCCESS,
dblp,small_dense_4,query_dense_4_29.graph,4,4,2,0.0173478,3.00337,96615211,19200.0,SUCCESS,
dblp,small_dense_4,query_dense_4_29.graph,4,4,4,0.0181486,1.47334,96615211,19984.0,SUCCESS,
dblp,small_dense_4,query_dense_4_30.graph,4,6,1,0.0108603,1.10521,16713192,18864.0,SUCCESS,
dblp,small_dense_4,query_dense_4_30.graph,4,6,2,0.0121339,0.545707,16713192,18880.0,SUCCESS,
dblp,small_dense_4,query_dense_4_30.graph,4,6,4,0.0118474,0.279526,16713192,19168.0,SUCCESS,
dblp,small_dense_4,query_dense_4_31.graph,4,6,1,0.0143055,1.11015,16713192,18768.0,SUCCESS,
dblp,small_dense_4,query_dense_4_31.graph,4,6,2,0.0107061,0.544481,16713192,18784.0,SUCCESS,
dblp,small_dense_4,query_dense_4_31.graph,4,6,4,0.0188385,0.276118,16713192,19216.0,SUCCESS,
dblp,small_dense_4,query_dense_4_32.graph,4,4,1,0.0112903,5.95387,96615211,18944.0,SUCCESS,
dblp,small_dense_4,query_dense_4_32.graph,4,4,2,0.014267,2.97826,96615211,18896.0,SUCCESS,
dblp,small_dense_4,query_dense_4_32.graph,4,4,4,0.0104225,1.42884,96615211,19904.0,SUCCESS,
dblp,small_dense_4,query_dense_4_33.graph,4,3,1,0.0102395,6.22601,252447350,18560.0,SUCCESS,
dblp,small_dense_4,query_dense_4_33.graph,4,3,2,0.0163233,3.11901,252447350,18784.0,SUCCESS,
dblp,small_dense_4,query_dense_4_33.graph,4,3,4,0.0168268,1.6401,252447350,18928.0,SUCCESS,
dblp,small_dense_4,query_dense_4_34.graph,4,6,1,0.00915642,1.13163,16713192,18736.0,SUCCESS,
dblp,small_dense_4,query_dense_4_34.graph,4,6,2,0.012526,0.583231,16713192,18896.0,SUCCESS,
dblp,small_dense_4,query_dense_4_34.graph,4,6,4,0.0249831,0.603579,16713192,18752.0,SUCCESS,
dblp,small_dense_4,query_dense_4_35.graph,4,4,1,0.0204104,5.77948,96615211,19008.0,SUCCESS,
dblp,small_dense_4,query_dense_4_35.graph,4,4,2,0.0105689,2.87863,96615211,19232.0,SUCCESS,
dblp,small_dense_4,query_dense_4_35.graph,4,4,4,0.0207113,1.42629,96615211,19808.0,SUCCESS,
dblp,small_dense_4,query_dense_4_36.graph,4,6,1,0.0246218,1.101,16713192,18768.0,SUCCESS,
dblp,small_dense_4,query_dense_4_36.graph,4,6,2,0.0210152,0.538932,16713192,18896.0,SUCCESS,
dblp,small_dense_4,query_dense_4_36.graph,4,6,4,0.0199681,0.270691,16713192,19136.0,SUCCESS,
dblp,small_dense_4,query_dense_4_37.graph,4,6,1,0.0142239,1.2097,16713192,18576.0,SUCCESS,
dblp,small_dense_4,query_dense_4_37.graph,4,6,2,0.0105254,0.659232,16713192,18848.0,SUCCESS,
dblp,small_dense_4,query_dense_4_37.graph,4,6,4,0.0145972,0.328224,16713192,19184.0,SUCCESS,
dblp,small_dense_4,query_dense_4_38.graph,4,4,1,0.0144932,5.82796,96615211,18928.0,SUCCESS,
dblp,small_dense_4,query_dense_4_38.graph,4,4,2,0.0161648,2.8552,96615211,19248.0,SUCCESS,
dblp,small_dense_4,query_dense_4_38.graph,4,4,4,0.0159954,1.45663,96615211,19904.0,SUCCESS,
dblp,small_dense_4,query_dense_4_39.graph,4,4,1,0.0148713,5.94088,96615211,18976.0,SUCCESS,
dblp,small_dense_4,query_dense_4_39.graph,4,4,2,0.0141753,2.84702,96615211,19296.0,SUCCESS,
dblp,small_dense_4,query_dense_4_39.graph,4,4,4,0.0174504,1.49701,96615211,19888.0,SUCCESS,
dblp,small_dense_4,query_dense_4_40.graph,4,6,1,0.014884,1.10671,16713192,18784.0,SUCCESS,
dblp,small_dense_4,query_dense_4_40.graph,4,6,2,0.0152079,0.538451,16713192,18976.0,SUCCESS,
dblp,small_dense_4,query_dense_4_40.graph,4,6,4,0.0107614,0.297981,16713192,19408.0,SUCCESS,
dblp,small_dense_4,query_dense_4_41.graph,4,4,1,0.0192116,5.80252,96615211,18944.0,SUCCESS,
dblp,small_dense_4,query_dense_4_41.graph,4,4,2,0.0253377,2.84612,96615211,19152.0,SUCCESS,
dblp,small_dense_4,query_dense_4_41.graph,4,4,4,0.018186,1.43198,96615211,20064.0,SUCCESS,
dblp,small_dense_4,query_dense_4_42.graph,4,6,1,0.0135082,1.2942,16713192,18704.0,SUCCESS,
dblp,small_dense_4,query_dense_4_42.graph,4,6,2,0.0162017,0.542127,16713192,18960.0,SUCCESS,
dblp,small_dense_4,query_dense_4_42.graph,4,6,4,0.020583,0.293107,16713192,19168.0,SUCCESS,
dblp,small_dense_4,query_dense_4_43.graph,4,3,1,0.0105672,7.49835,252447350,18544.0,SUCCESS,
dblp,small_dense_4,query_dense_4_43.graph,4,3,2,0.013594,3.25638,252447350,18832.0,SUCCESS,
dblp,small_dense_4,query_dense_4_43.graph,4,3,4,0.0113908,1.54108,252447350,19072.0,SUCCESS,
dblp,small_dense_4,query_dense_4_44.graph,4,4,1,0.0144537,5.72291,96615211,18848.0,SUCCESS,
dblp,small_dense_4,query_dense_4_44.graph,4,4,2,0.0102163,3.15976,96615211,18976.0,SUCCESS,
dblp,small_dense_4,query_dense_4_44.graph,4,4,4,0.0591433,1.44187,96615211,19840.0,SUCCESS,
dblp,small_dense_4,query_dense_4_45.graph,4,3,1,0.012096,6.12639,252447350,18592.0,SUCCESS,
dblp,small_dense_4,query_dense_4_45.graph,4,3,2,0.0152007,6.00934,252447350,18800.0,SUCCESS,
dblp,small_dense_4,query_dense_4_45.graph,4,3,4,0.055355,2.35759,252447350,18880.0,SUCCESS,
dblp,small_dense_4,query_dense_4_46.graph,4,6,1,0.0239132,1.1031,16713192,18768.0,SUCCESS,
dblp,small_dense_4,query_dense_4_46.graph,4,6,2,0.0154315,0.540374,16713192,18864.0,SUCCESS,
dblp,small_dense_4,query_dense_4_46.graph,4,6,4,0.0126132,0.422266,16713192,19120.0,SUCCESS,
dblp,small_dense_4,query_dense_4_47.graph,4,6,1,0.00768737,1.17082,16713192,18720.0,SUCCESS,
dblp,small_dense_4,query_dense_4_47.graph,4,6,2,0.0135854,0.538968,16713192,18800.0,SUCCESS,
dblp,small_dense_4,query_dense_4_47.graph,4,6,4,0.0168495,0.272949,16713192,19184.0,SUCCESS,
dblp,small_dense_4,query_dense_4_48.graph,4,4,1,0.0189084,5.83647,96615211,18816.0,SUCCESS,
dblp,small_dense_4,query_dense_4_48.graph,4,4,2,0.0106523,2.84131,96615211,19136.0,SUCCESS,
dblp,small_dense_4,query_dense_4_48.graph,4,4,4,0.0145194,1.44733,96615211,19680.0,SUCCESS,
dblp,small_dense_4,query_dense_4_49.graph,4,3,1,0.0106873,6.13444,252447350,18624.0,SUCCESS,
dblp,small_dense_4,query_dense_4_49.graph,4,3,2,0.0101703,3.05341,252447350,18736.0,SUCCESS,
dblp,small_dense_4,query_dense_4_49.graph,4,3,4,0.012713,2.12759,252447350,18912.0,SUCCESS,
dblp,small_dense_4,query_dense_4_50.graph,4,5,1,0.0160373,3.67623,4764685,18768.0,SUCCESS,
dblp,small_dense_4,query_dense_4_50.graph,4,5,2,0.0126707,1.75293,4764685,19072.0,SUCCESS,
dblp,small_dense_4,query_dense_4_50.graph,4,5,4,0.0108595,0.96162,4764685,19664.0,SUCCESS,
